labels,words
Maschine,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Microcomputer, Computer, Syntaxfehler, Fehler, Programmstelle, Stelle"
Einigung,"Fehler, Rechenschritt, Schritt, Programmstelle, Stelle, Stellung, Lizenzvereinbarung, Vereinbarung, Adresse, Art"
Einvernehmen,"Fehler, Rechenschritt, Schritt, Programmstelle, Stelle, Stellung, Lizenzvereinbarung, Vereinbarung, Adresse, Art"
Gerät,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Endgerät, Programmiergerät, Microcomputer, Computer, Stelle"
Briefmarke,"Arbeit, Fehler, Programmstelle, Stelle, Funktionsblock, Anweisungsblock, Softwarequalität, Qualität, Rechenoperation, Operation"
Arbeitsmittel,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Endgerät, Programmiergerät, Gerät, Microcomputer, Computer"
Stellung,"Schleife, Fehler, Programmstelle, Stelle, Ziel, Aufgabenstellung, Speicheradresse, Adresse, Setzen, Übersetzen"
Abkommen,"Fehler, Rechenschritt, Schritt, Programmstelle, Stelle, Stellung, Lizenzvereinbarung, Vereinbarung, Adresse, Art"
Abmachung,"Fehler, Rechenschritt, Schritt, Programmstelle, Stelle, Stellung, Lizenzvereinbarung, Vereinbarung, Adresse, Art"
Körperhaltung,"Syntaxfehler, Fehler, Programmstelle, Stelle, Programmierdokumentation, Dokumentation, Aufgabenstellung, Stellung, Speicheradresse, Adresse"
Computer,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Microcomputer, Fehler, Programmstelle, Stelle"
Zahl,"Arbeit, Syntaxfehler, Fehler, Programmstelle, Stelle, Softwarequalität, Qualität, Rechenoperation, Operation"
Bitte,"Maschinenbefehl, Aufrufbefehl, Prozessorbefehl, Vergleichsbefehl, Befehl, Datenbankaufruf, Aufruf, Speicheradresse, Adresse"
Verbundenheit,"Rechner, Foreach-schleife, Schleife, Funktionsblock, Anweisungsblock, Lizenzvereinbarung, Vereinbarung, Online-verbindung, Verbindung"
Verein,"Rechner, Foreach-schleife, Schleife, Funktionsblock, Anweisungsblock, Lizenzvereinbarung, Vereinbarung, Online-verbindung, Verbindung"
Ausführung,"System, Bereich, Anwendung, Programmausführung, Dateiversion, Version, Untervariante, Variante"
Stil,"Syntaxfehler, Fehler, Programmstelle, Stelle, Programmierdokumentation, Dokumentation, Programmierstil, Einrückungsstil"
Erstellung,"Newton-verfahren, Iterationsverfahren, Verfahren, Fehler, Codeerstellung, Programmstelle, Stelle"
Terminus,"System, Bereich, Anwendung, Dateiversion, Version, Untervariante, Variante"
Auswahl,"Fehler, Programmstelle, Stelle, Programmierdokumentation, Dokumentation, Programmierstil, Einrückungsstil"
Zusammenschluss,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Funktionsblock, Anweisungsblock"
Möglichkeiten,"System, Bereich, Anwendung, Dateiversion, Version, Untervariante, Variante"
Stilistik,"Fehler, Programmstelle, Stelle, Programmierdokumentation, Dokumentation, Programmierstil, Einrückungsstil"
Untersuchung,"Anforderungsanalyse, Performanzanalyse, Analyse, Rechenschritt, Schritt, Entwicklertest, Test"
Lesart,"System, Bereich, Anwendung, Dateiversion, Version, Untervariante, Variante"
Aufforderung,"Maschinenbefehl, Aufrufbefehl, Prozessorbefehl, Vergleichsbefehl, Befehl, Datenbankaufruf, Aufruf"
Produktion,"Newton-verfahren, Iterationsverfahren, Verfahren, Syntaxfehler, Fehler, Programmstelle, Stelle"
Richtung,"Foreach-schleife, Schleife, Bauziel, Ziel, Setzen, Übersetzen"
Ausrichtung,"Foreach-schleife, Schleife, Bauziel, Ziel, Setzen, Übersetzen"
Zugang,"Entwicklung, Berechnung, Obfuscator, Iterator, Rechenoperation, Operation"
Ausdruck,"Syntaxfehler, Fehler, Programmstelle, Stelle, Programmierdokumentation, Dokumentation"
Bestand,"Programmdatei, Datei, Software-dokument, Entwurfsdokument, Quelltextdaten, Eingabedaten"
Eingriff,"Neuentwicklung, Entwicklung, Quadratwurzelberechnung, Berechnung, Rechenoperation, Operation"
Daten,"Programmdatei, Datei, Software-dokument, Entwurfsdokument, Quelltextdaten, Eingabedaten"
Regel,"Annuitätsprinzip, Prinzip, Verarbeitungsvorschrift, Vorschrift, Urheberrechtsrichtlinie, Richtlinie"
Information,"Programmdatei, Datei, Software-dokument, Entwurfsdokument, Quelltextdaten, Eingabedaten"
Messwerte,"Programmdatei, Datei, Software-dokument, Entwurfsdokument, Quelltextdaten, Eingabedaten"
Ergebnissen,"Entwicklungsmethode, Iterationsmethode, Methode, Newton-verfahren, Iterationsverfahren, Verfahren"
Durchführung,"Newton-verfahren, Iterationsverfahren, Verfahren, Methodenimplementierung, Implementierung"
Ansicht,"Stelle, Aufgabenstellung, Stellung, Speicheradresse, Adresse"
Cluster,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner"
Hilfsmittel,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner"
Version,"Unix-anwendung, Anwendung, Dateiversion, Kompilieren, Konfigurieren"
Methode,"Entwicklungsmethode, Iterationsmethode, Newton-verfahren, Iterationsverfahren, Verfahren"
Rechenzentrum,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner"
Rechenmaschine,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner"
Möglichkeit,"Erstellungsmöglichkeit, Klassifizierungsmöglichkeit, Verwechslungsmöglichkeit, Endanwendersicht, Sicht"
Rechenhilfsmittel,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner"
Zusammenstellung,"Programmpaket, Paket, Editor, Endanwendersicht, Sicht"
Computernetzwerk,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner"
Umsetzung,"Programmausführung, Ausführung, Version, Untervariante, Variante"
Operation,"Neuentwicklung, Entwicklung, Quadratwurzelberechnung, Berechnung, Rechenoperation"
