labels,words
Folge,"Zweck, Schulprogramm, Fahrtenprogramm, Programm, Außendienst, Dienst, Ort, Weltreiseführer, Reiseführer, Ausgabe, Schild, Gefährdungsbeurteilung, Beurteilung, Familie, Schülersammelliste, Schülerliste, Dienstreise, Deutschland, Teil, Verb, Information, Richter, Bundesland, Bahn, Stelle"
Stelle,"Klasse, Fahrtzweck, Erziehungszweck, Zweck, Leistung, Schule, Dienst, Arbeitsort, Ort, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Organisation, Unterhaltungsbetrieb, Betrieb, Transportmittel, Wohnung, Schiff, Reiseziel, Arbeitsstätte, Erledigung, Bestimmung, Richtung, Übernachtung"
Zeichen,"Klasse, Zweck, Form, Schule, Dienst, Ort, Reiseführer, Betriebsausgabe, Ausgabe, Grund, Beurteilung, Art, Deutschland, Bedeutung, Zahl, Verb, Information, Gesellschaft, Richter, Bundesland, Bahn, Gruppe, Milliarde, Million, Stelle"
Angelegenheit,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen"
Gemeinschaft,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen"
Klassifikation,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen"
Abteilung,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen"
Ausscheidung,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen"
Domäne,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen"
Partnern,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen"
Zelle,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen"
Gewinn,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen"
Organisation,"Zweck, Form, Außendienst, Dienst, Roman, Schulverein, Verein, Einsatzorganisation, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Reiseart, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Land, Mensch, Welt, Weblink"
Gericht,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Schulbusschild, Schild, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Schiff, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor"
Stück,"Programm, Zeit, Reiseführer, Schulbusschild, Schild, Reisegrund, Grund, Gefährdungsbeurteilung, Beurteilung, Familie, Berg, Teil, Bedeutung, Privatwirtschaft, Schweiz, Band, Richter, Bestandteil, Bestimmung, Bahn, Stelle"
Gasse,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor"
Hausflur,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor"
Laufen,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor"
Erledigung,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor"
Ziffer,"Klasse, Zweck, Form, Schule, Dienst, Ort, Betriebsausgabe, Ausgabe, Grund, Art, Bedeutung, Zahl, Verb, Information, Gesellschaft, Gruppe, Milliarde, Million, Stelle"
Betrieb,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Reise, Klassenfahrt, Außendienst, Dienst, Flug, Reisen, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Dienstreise"
Liste,"Schulprogramm, Fahrtenprogramm, Programm, Außendienst, Dienst, Weltreiseführer, Reiseführer, Beurteilung, Schülersammelliste, Schülerliste, Dienstreise, Deutschland, Verb, Information, Richter, Bundesland, Bahn, Stelle"
Fortbewegung,"Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Forschungsweltreise, Weltreise, Klassenfahrt, Schulausflug, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Dienstreise, Geschäftsreise, Schulwanderung, Weltumrundung"
Vermögen,"Wagenklasse, Beförderungsklasse, Klasse, Ort, Reiseführer, Dienstgang, Unterrichtsgang, Beurteilung, Art, Familie, Wohnung, Schiff, Möglichkeit, Mensch, Verb, Welt, Richter, Stelle"
Geologie,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Schulbusschild, Schild, Roman, Reiseart, Art, Gastfamilie, Familie, Land, Deutschland, Teil, Österreich, Soldat, Gruppe"
Gesellschaft,"Leistung, Dienstgeschäft, Haustürgeschäft, Auswärtstätigkeit, Tätigkeit, Arbeit, Lernen, Interesse, Treffen, Betrieb, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Durchführung, Bahn, Verbreitung"
Verein,"Fahrtzweck, Erziehungszweck, Zweck, Schulverein, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Land, Deutschland, Europa, Kontinent, Mensch, Österreich, Frau, Asien, Welt, Weblink"
Bedeutungen,"Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Arbeitszeit, Schulbusschild, Schild, Bedeutung, Eisenbahn, Rahmen, Unternehmen, Kraftfahrzeug, Verb, Abenteuer, Bahn"
Verbundenheit,"Fahrtzweck, Erziehungszweck, Zweck, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Land, Deutschland, Europa, Kontinent, Mensch, Österreich, Frau, Asien, Welt, Weblink"
Form,"Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Dienstgeschäft, Haustürgeschäft, Schulbusschild, Schild, Arbeitgeber, Bedeutung, Eisenbahn, Schiff, Unternehmen, Verb, Abenteuer, Bahn"
Bezug,"Klasse, Reiseform, Wiki-form, Form, Arbeitszeit, Schulbusschild, Schild, Science-fiction-roman, Roman, Hochkulturschema, Trivialschema, Begriff, Rahmen, Kraftfahrzeug, Geschichte, Welt, Bahn"
Anordnung,"Reiseform, Wiki-form, Form, Programm, Weltreiseführer, Reiseführer, Arbeitsanweisung, Dienstanweisung, Wandererlass, Fahrtenerlass, Wohlfahrtsverband, Caritasverband, Schülersammelliste, Schülerliste, Information, Richter, Bestimmung"
Vorstellung,"Ausgabe, Schulbusschild, Schild, Hochkulturschema, Trivialschema, Reisegrund, Grund, Rechtsbegriff, Begriff, Zahl, Kraftfahrzeug, Welt, Bahn, Gruppe, Milliarde, Million, Stelle"
Wechsel,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Reise, Klassenfahrt, Flug, Reisen, Tramper-bewegung, Hippie-bewegung, Schulwanderung, Information"
Wert,"Klasse, Zweck, Form, Schule, Dienst, Ort, Betriebsausgabe, Ausgabe, Grund, Art, Zahl, Gesellschaft, Gruppe, Milliarde, Million, Stelle"
Text,"Fahrtzweck, Erziehungszweck, Zweck, Arbeitsort, Ort, Weltreiseführer, Reiseführer, Arbeit, Aufenthalt, Betrieb, Gefährdungsbeurteilung, Beurteilung, Arbeitsstätte, Information, Richter, Stelle"
Durchführung,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Inselsberg, Berg, Arbeitgeber, Regelung, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung"
Anstellung,"Fahrtzweck, Erziehungszweck, Zweck, Arbeitsort, Ort, Arbeit, Aufenthalt, Betrieb, Arbeitsanweisung, Dienstanweisung, Ziel, Arbeitsstätte, Bestimmung, Richtung, Stelle"
Reise,"Schulreise, Abi-reise, Matura-reise, Austauschreise, Forschungsweltreise, Weltreise, Klassenfahrt, Schulausflug, Fernflug, Flug, Dienstreise, Geschäftsreise, Schulwanderung, Weltumrundung"
Zusammenspiel,"Außendienst, Dienst, Schulverein, Verein, Einsatzorganisation, Organisation, Straßenverbindung, Verbindung, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise"
Aufgabe,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Arbeitspflicht, Pflicht, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn"
Planung,"Außendienst, Dienst, Schulverein, Verein, Einsatzorganisation, Organisation, Straßenverbindung, Verbindung, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise"
Rechtsform,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung"
Zeitspanne,"Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Woche, Tag, Jahrhundert, Monat, Geschichte, August, Beginn"
juristische,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung"
Beschreibung,"Außendienst, Dienst, Einzelbeschreibung, Schulverein, Verein, Einsatzorganisation, Organisation, Verbindung, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise"
Bekleidung,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn"
Betriebsstätte,"Zweck, Ort, Betriebsausgabe, Ausgabe, Science-fiction-roman, Roman, Reisegrund, Grund, Beurteilung, Teil, Bahn, Stelle"
Endzustand,"Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schild, Bedeutung, Eisenbahn, Unternehmen, Abenteuer, Bahn"
Staaten,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn"
Staat,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Band, Asien, Bahn"
Ausdruck,"Fahrtzweck, Erziehungszweck, Zweck, Arbeitsort, Ort, Arbeit, Betriebsausgabe, Ausgabe, Aufenthalt, Betrieb, Arbeitsstätte, Stelle"
Aufbau,"Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schild, Bedeutung, Eisenbahn, Unternehmen, Abenteuer, Bahn"
Gestalt,"Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schild, Bedeutung, Eisenbahn, Unternehmen, Abenteuer, Bahn"
Zeitpunkt,"Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Woche, Tag, Jahrhundert, Monat, Geschichte, Beginn"
Verzeichnis,"Schulprogramm, Fahrtenprogramm, Programm, Dienst, Weltreiseführer, Reiseführer, Schülersammelliste, Schülerliste, Verb, Information, Richter, Stelle"
Anforderungen,"Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schild, Bedeutung, Eisenbahn, Unternehmen, Abenteuer, Bahn"
Phase,"Fahrt, Vorphase, Anfangphase, Hochphase, Außendienst, Dienst, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Dienstreise"
Bedeutung,"Ausgabe, Schild, Familie, Schülersammelliste, Schülerliste, Deutschland, Teil, Verb, Bundesland, Bahn, Stelle"
Veranstaltung,"Schulveranstaltung, Unterrichtsveranstaltung, Dienstgeschäft, Haustürgeschäft, Tätigkeit, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft, Bahn"
Personengruppe,"Zweck, Schulverein, Verein, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Land, Mensch, Welt, Weblink"
Einkünfte,"Form, Schild, Roman, Hochkulturschema, Trivialschema, Rahmen, Geschichte, Welt, Bezug, Bahn"
Zeitraum,"Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Landschulwoche, Woche, Tag, Jahrhundert, Monat, August"
Wissenschaft,"Wagenklasse, Beförderungsklasse, Klasse, Schulbusschild, Schild, Art, Familie, Land, Jahrhundert, Geschichte"
Gesetz,"Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Schulbusschild, Schild, Dienstgang, Unterrichtsgang, Schiff, Mensch, Frau"
Sprache,"Zweck, Ort, Weltreiseführer, Reiseführer, Gefährdungsbeurteilung, Beurteilung, Verb, Information, Richter, Stelle"
Realisierung,"Dienstgeschäft, Haustürgeschäft, Berg, Arbeitgeber, Regelung, Eisenbahn, Unternehmen, Abenteuer, Durchführung, Bahn"
Erwerben,"Form, Schild, Roman, Hochkulturschema, Trivialschema, Rahmen, Geschichte, Welt, Bezug, Bahn"
Erde,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Welt, Bahn"
Sinn,"Fahrtzweck, Erziehungszweck, Zweck, Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle"
Erdoberfläche,"Land, Deutschland, Europa, Tag, Kontinent, Österreich, Band, Asien, Bahn"
Schrift,"Zweck, Ort, Weltreiseführer, Reiseführer, Gefährdungsbeurteilung, Beurteilung, Information, Richter, Stelle"
Gliederung,"Zweck, Reiseform, Wiki-form, Form, Wohlfahrtsverband, Caritasverband, Bedeutung, Unternehmen, Bahn"
Menschen,"Dienstgeschäft, Haustürgeschäft, Tätigkeit, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft, Bahn"
Fest,"Dienstgeschäft, Haustürgeschäft, Tätigkeit, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft, Bahn"
Gegend,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn"
Erdschicht,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn"
Blatt,"Schulprogramm, Fahrtenprogramm, Programm, Außendienst, Dienst, Schulbusschild, Schild, Dienstreise"
Bestandteil,"Land, Deutschland, Europa, Kontinent, Österreich, Asien, Welt, Bahn"
Territorium,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn"
Stätte,"Dienststätte, Betriebsstätte, Betriebsausgabe, Ausgabe, Science-fiction-roman, Roman, Grund, Stelle"
Betriebsamkeit,"Fahrt, Außendienst, Dienst, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Dienstreise"
Maß,"Weltreiseführer, Reiseführer, Jahrhundert, Monat, Information, August, Richter, Stelle"
Kontinent,"Land, Deutschland, Europa, Österreich, Band, Asien, Bahn"
Erfahrungen,"Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Schild, Dienstgang, Unterrichtsgang, Mensch"
Zahlungsmittel,"Taggeld, Nächtigungsgeld, Kilometergeld, Trennungsgeld, Geld, Nielsen, Passen"
Theorie,"Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Schild, Dienstgang, Unterrichtsgang, Mensch"
Richtlinie,"Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Schild, Dienstgang, Unterrichtsgang, Mensch"
Erdteil,"Land, Deutschland, Europa, Kontinent, Österreich, Asien, Bahn"
Regelmäßigkeit,"Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Schild, Dienstgang, Unterrichtsgang, Mensch"
Verkehrsmittel,"Schulbus, Reiseverkehrsmittel, Auto, Autofahrer, Eisenbahn, Kraftfahrzeug, Bahn"
Land,"Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn"
Zusammenhang,"Regelarbeitszeit, Arbeitszeit, Schulbusschild, Schild, Auto, Rahmen, Kraftfahrzeug"
Austausch,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fernflug, Flug, Information"
Ereignis,"Reisegrund, Grund, Bedeutung, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft"
Anweisung,"Weltreiseführer, Reiseführer, Arbeitsanweisung, Dienstanweisung, Information, Richter, Stelle"
Absicht,"Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle"
Software,"Schulprogramm, Fahrtenprogramm, Programm, Außendienst, Dienst, Dienstreise"
Umgang,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fernflug, Flug"
Inhalt,"Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle"
Verkehr,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fernflug, Flug"
Fahrzeug,"Schulbus, Auto, Autofahrer, Schiff, Kraftfahrzeug, Fahrer"
Relevanz,"Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle"
Geld,"Taggeld, Nächtigungsgeld, Kilometergeld, Trennungsgeld, Nielsen, Passen"
Begriff,"Hochkulturschema, Trivialschema, Reisegrund, Grund, Rechtsbegriff, Bedeutung"
Erklärung,"Weltreiseführer, Reiseführer, Arbeitsanweisung, Dienstanweisung, Information, Richter"
Aufzählung,"Dienst, Einzelbeschreibung, Beschreibung, Verein, Einsatzorganisation, Organisation"
Mitteilung,"Reiseführer, Arbeitsanweisung, Dienstanweisung, Englisch, Information, Richter"
Buch,"Weltreiseführer, Reiseführer, Beurteilung, Information, Richter, Stelle"
Bestimmung,"Weltreiseführer, Reiseführer, Arbeitsanweisung, Dienstanweisung, Information, Richter"
Sternbild,"Schulbus, Schulbusschild, Schild, Auto, Autofahrer, Kraftfahrzeug"
Geschwindigkeit,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Klassenfahrt"
Position,"Zweck, Ort, Ziel, Bestimmung, Richtung, Stelle"
Bild,"Schulbusschild, Schild, Auto, Kraftfahrzeug, Welt, Bahn"
Ausrichtung,"Fahrtzweck, Erziehungszweck, Zweck, Ziel, Richtung"
Satzteil,"Reiseführer, Arbeitsanweisung, Dienstanweisung, Richter, Bestimmung"
Disziplin,"Mitfahren, Abgefahren, Fahren, Fernflug, Flug"
Konsequenzen,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten"
Verwendungszweck,"Reiseführer, Arbeitsanweisung, Dienstanweisung, Richter, Bestimmung"
Zielort,"Reiseführer, Arbeitsanweisung, Dienstanweisung, Richter, Bestimmung"
Programm,"Schulprogramm, Fahrtenprogramm, Außendienst, Dienst, Dienstreise"
Konsequenz,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten"
Wille,"Hauptmotivation, Prestigemotivation, Motivation, Bedeutung, Verb"
Aufwendung,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten"
Fahrt,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Klassenfahrt"
Monatsblutung,"Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Sicherheitsregel, Regel"
Gelände,"Reisegrund, Grund, Inselsberg, Berg, Bedeutung"
Veröffentlichung,"Science-fiction-roman, Roman, Literatur, Jahrhundert, Geschichte"
Ausgaben,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten"
Berufung,"Reiseführer, Arbeitsanweisung, Dienstanweisung, Richter, Bestimmung"
Ermittlung,"Reiseführer, Arbeitsanweisung, Dienstanweisung, Richter, Bestimmung"
