labels,words,scores
Kanton,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Land, Deutschland, Teil, Transportmittel, Wohnung, Europa, Schiff, Kontinent, Reiseziel, Mensch, Arbeitsstätte, Österreich, Schweiz, Information, Asien, Erledigung, Dienststelle, Bestimmung, Bahn, Richtung, Übernachtung, Stelle",0.6414626180698746
Aufgabe,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Arbeitspflicht, Pflicht, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn",0.6403741751398359
Gruppe,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Ort, Dienstgeschäft, Haustürgeschäft, Auswärtstätigkeit, Tätigkeit, Arbeit, Schild, Science-fiction-roman, Roman, Interesse, Schulverein, Verein, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Reisegrund, Grund, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Berg, Dienstreise, Arbeitgeber, Teil, Wohnung, Bedeutung, Privatwirtschaft, Regelung, Eisenbahn, Schiff, Mensch, Unternehmen, Schweiz, Verb, Information, Frau, Geschichte, Abenteuer, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6396858166498736
Zahlungsmittel,"Taggeld, Nächtigungsgeld, Kilometergeld, Trennungsgeld, Geld, Nielsen, Passen",0.6368445484411211
Verbundenheit,"Fahrtzweck, Erziehungszweck, Zweck, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Land, Deutschland, Europa, Kontinent, Mensch, Österreich, Frau, Asien, Welt, Weblink",0.6353154928977293
Handlung,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Einzelbeschreibung, Beschreibung, Kennenlernen, Lernen, Schild, Schulverein, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Trampertreffen, Treffen, Arbeitsanweisung, Dienstanweisung, Art, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Land, Deutschland, Teil, Transportmittel, Ziel, Privatwirtschaft, Regelung, Eisenbahn, Schiff, Mensch, Unternehmen, Österreich, Schweiz, Information, Studie, Abenteuer, Welt, Erledigung, Dienststelle, Unterweisung, Bestandteil, Durchführung, Bahn, Richtung, Verbreitung, Verbrechen",0.634716112478633
Konzeption,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6318578713578811
Grundeinheit,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6318578713578811
Eigenschaft,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6318578713578811
Kategorie,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Vorphase, Anfangphase, Hochphase, Musterschule, Schule, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Wegzeit, Zeit, Arbeitsort, Ort, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Strandaufenthalt, Aufenthalt, Science-fiction-roman, Roman, Interesse, Schulverein, Verein, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Vorschuss, Reiseart, Art, Landschulwoche, Woche, Gastfamilie, Familie, Berg, Dienstreise, Teil, Transportmittel, Wohnung, Bedeutung, Regelung, Tag, Eisenbahn, Schiff, Reiseziel, Jahrhundert, Mensch, Arbeitsstätte, Unternehmen, Monat, Erholung, Verb, Information, Frau, Geschichte, Abenteuer, Soldat, Gesellschaft, August, Welt, Beginn, Erledigung, Bestimmung, Bezug, Durchführung, Bahn, Richtung, Gruppe, Übernachtung, Mitnahme, Stelle, Verbreitung, Verbrechen",0.6314481264901373
Gesellschaft,"Leistung, Dienstgeschäft, Haustürgeschäft, Auswärtstätigkeit, Tätigkeit, Arbeit, Lernen, Interesse, Treffen, Betrieb, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Durchführung, Bahn, Verbreitung",0.6299602866380021
Verbindung,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fahrtzweck, Erziehungszweck, Zweck, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Straßenverbindung, Lehrkraft, Bürger, Tramp, Land, Deutschland, Anhalter, Europa, Kontinent, Mensch, Unternehmen, Österreich, Band, Frau, Soldat, Asien, Welt, Weblink, Richter, Bahn, Kraftfahrer, Autor",0.6287573865702405
Familie,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Gastfamilie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6281176508774378
Bedeutung,"Ausgabe, Schild, Familie, Schülersammelliste, Schülerliste, Deutschland, Teil, Verb, Bundesland, Bahn, Stelle",0.6278566083489093
Raum,"Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Schüler, Musterschule, Schule, Dienst, Sicherheit, Arbeitsort, Ort, Reiseführer, Tätigkeit, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Schild, Science-fiction-roman, Roman, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Grund, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Lehrkraft, Reiseart, Art, Gastfamilie, Familie, Bürger, Tramp, Anhalter, Teil, Transportmittel, Wohnung, Privatwirtschaft, Regelung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Unternehmen, Schweiz, Band, Verb, Information, Frau, Geschichte, Soldat, Gesellschaft, Welt, Richter, Erledigung, Dienststelle, Bestandteil, Bestimmung, Bezug, Bahn, Richtung, Gruppe, Übernachtung, Kraftfahrer, Verbreitung, Verbrechen, Autor",0.6272890493725602
Gattung,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Jahrhundert, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6266470276804069
Ort,"Fahrt, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Kennenlernen, Lernen, Strandaufenthalt, Aufenthalt, Schulbusschild, Schild, Roman, Schulverein, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Land, Deutschland, Teil, Transportmittel, Ziel, Wohnung, Privatwirtschaft, Schiff, Reiseziel, Mensch, Arbeitsstätte, Österreich, Schweiz, Information, Frau, Soldat, Welt, Erledigung, Dienststelle, Bestandteil, Bestimmung, Bahn, Richtung, Gruppe, Übernachtung, Stelle",0.6246635609150676
Eltern,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hippie-generation, Generation, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen, Durchführung, Reisesicherheit",0.623037692691472
Taxon,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Schild, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Gastfamilie, Familie, Berg, Bedeutung, Regelung, Eisenbahn, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Abenteuer, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.622955403666267
Unternehmung,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienst, Dienstgeschäft, Haustürgeschäft, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Beschreibung, Kennenlernen, Lernen, Roman, Mediumeninteresse, Interesse, Organisation, Trampertreffen, Treffen, Unterhaltungsbetrieb, Betrieb, Transportmittel, Ziel, Unternehmen, Information, Studie, Abenteuer, Erledigung, Unterweisung, Durchführung, Richtung, Stelle, Verbreitung, Verbrechen",0.6214243546969079
Gesamtheit,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Niveaumilieu, Selbstverwirklichungsmilieu, Integrationsmilieu, Milieu, Klasse, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Mitfahren, Abgefahren, Fahren, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Sicherheitsregel, Regel, Außendienst, Dienst, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Science-fiction-roman, Roman, Verein, Einsatzorganisation, Organisation, Hippie-generation, Generation, Trampertreffen, Treffen, Trampkultur, Kultur, Dienstreise, Land, Deutschland, Auto, Teil, Transportmittel, Ziel, Wohnung, Autofahrer, Europa, Literatur, Eisenbahn, Schiff, Kontinent, Möglichkeit, Jahrhundert, Österreich, Schweiz, Band, Verb, Information, Studie, Geschichte, Soldat, Asien, Welt, Erledigung, Dienststelle, Unterweisung, Durchführung, Bahn, Richtung, Stelle, Verbreitung, Verbrechen",0.6200130382316534
Art,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Reise, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Schüler, Klassenfahrt, Dienst, Reisesicherheit, Sicherheit, Reiseführer, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Schild, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Dienstgang, Unterrichtsgang, Flug, Hochkulturschema, Trivialschema, Reisen, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Beurteilung, Lehrkraft, Reiseart, Begriff, Gastfamilie, Familie, Inselsberg, Berg, Bürger, Tramp, Anhalter, Ziel, Bedeutung, Regelung, Eisenbahn, Mensch, Unternehmen, Band, Verb, Information, Frau, Geschichte, Abenteuer, Soldat, Welt, Richter, Erledigung, Bestimmung, Durchführung, Bahn, Richtung, Kraftfahrer, Stelle, Verbreitung, Verbrechen, Autor",0.6186170587942722
Rang,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Schule, Dienst, Sicherheit, Arbeitsort, Ort, Tätigkeit, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Schild, Science-fiction-roman, Roman, Organisation, Dienstgang, Unterrichtsgang, Grund, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Teil, Transportmittel, Wohnung, Privatwirtschaft, Regelung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Erledigung, Bestandteil, Bestimmung, Bezug, Bahn, Richtung, Gruppe, Übernachtung, Verbreitung, Verbrechen",0.6142025769753446
Stätte,"Dienststätte, Betriebsstätte, Betriebsausgabe, Ausgabe, Science-fiction-roman, Roman, Grund, Stelle, Studie, Soldat",0.6138752948790271
Werk,"Fahrtzweck, Erziehungszweck, Zweck, Arbeitsort, Ort, Arbeit, Betriebsausgabe, Ausgabe, Aufenthalt, Schild, Science-fiction-roman, Roman, Reisegrund, Grund, Betrieb, Gefährdungsbeurteilung, Beurteilung, Teil, Bedeutung, Privatwirtschaft, Arbeitsstätte, Schweiz, Band, Bestandteil, Bahn, Stelle, Bahn, Schiff, Österreich, Auslandreisen, Geschäftsreise, Englisch",0.6128540733689057
Veranstaltung,"Schulveranstaltung, Unterrichtsveranstaltung, Dienstgeschäft, Haustürgeschäft, Tätigkeit, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft, Bahn",0.6101873018524864
Zustand,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Staat, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Arbeitsleistung, Regelleistung, Leistung, Weltreise, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Dienstgeschäft, Haustürgeschäft, Pflicht, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Dienstgang, Unterrichtsgang, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Tramper-bewegung, Hippie-bewegung, Grund, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Wandererlass, Fahrtenerlass, Dienstreise, Geschäftsreise, Ziel, Bedeutung, Regelung, Eisenbahn, Mensch, Unternehmen, Verb, Information, Geschichte, Abenteuer, Erledigung, Bestimmung, Durchführung, Bahn, Richtung, Weltumrundung, Stelle, Verbreitung, Verbrechen",0.6093906740956287
Maß,"Weltreiseführer, Reiseführer, Jahrhundert, Monat, Information, August, Richter, Stelle",0.6046205567462104
Sinn,"Fahrtzweck, Erziehungszweck, Zweck, Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle, Leistung, Schule, Zweck, Reiseform, Reiseart, Gastfamilie",0.6016369635798953
Relation,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Wandererlass, Fahrtenerlass, Regelung, Rahmen, Mensch, Verb, Information, Geschichte, Welt, Bestimmung, Bezug, Bahn, Verbreitung, Verbrechen",0.6003106192724549
Umgang,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fernflug, Flug, Trampertreffen, Verbreitung, Dienstanweisung, Welt, Regelung, Bestandteil",0.561354102281753
Güte,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schule, Dienst, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Grund, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Teil, Wohnung, Privatwirtschaft, Regelung, Schiff, Mensch, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen, Dienstgeschäft, Haustürgeschäft, Dienstgang, Unterrichtsgang, Studienfahrt, Frauenfahrt, Reiseführer, Auswärtstätigkeit, Reise, Forschungsweltreise",0.5447974737065275
Gasse,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor, Ziel, Familie, Schild, Roman, Art, Land",0.5311708390374646
Gerät,"Zweck, Musterschule, Schule, Außendienst, Dienst, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schild, Schulverein, Verein, Einsatzorganisation, Organisation, Verbindung, Arbeitsanweisung, Dienstanweisung, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Auto, Teil, Transportmittel, Autofahrer, Privatwirtschaft, Eisenbahn, Schiff, Schweiz, Kraftfahrzeug, Information, Welt, Dienststelle, Bestandteil, Bahn, Unterweisung, Wohnung, Grund, Arbeitsanweisung, Kontinent, Frau, Geschichte, Berg, Hochkulturschema, Rechtsbegriff, Trivialschema, Literatur, Wandererlass, Richter, Caritasverband, Schülerliste, Reisegrund, Jahrhundert",0.4790394557848331
Gang,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Klasse, Gastschüler, Schüler, Weltreiseführer, Reiseführer, Ausgabe, Dienstgang, Unterrichtsgang, Flug, Lehrkraft, Ewr-bürger, Bürger, Tramp, Anhalter, Autofahrer, Eisenbahn, Mensch, Unternehmen, Band, Frau, Abenteuer, Soldat, Richter, Kraftfahrer, Autor, Arbeitsleistung, Regelleistung, Erziehungsarbeit, Arbeit, Beschreibung, Lernen, Kennenlernen, Organisation, Treffen, Arbeitgeber, Eisenbahn, Abenteuer, Tätigkeit, Science-fiction-roman, Privatwirtschaft, Betrieb, Verb, Tag, Autofahrer, Kraftfahrzeug, Hauptmotivation, Prestigemotivation, Schulfahrt, Schülerfahrt, Klassenfahrt, Mitreisen, Tramper-bewegung, Dienstreise, Fahrtenerlass, Schülersammelliste, Schulreise, Abi-reise, Matura-reise, Schulausflug, Weltreise, Fernflug, Flug, Reisen, Fahrtkosten, Kosten",0.34792849612929855
